TIME_T,Plasticity,ผังสี,Zoning
31/12/1899 10:54:22,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 11:31:59,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 11:32:49,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 11:36:41,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 11:48:47,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 11:51:50,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 12:21:38,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 12:22:17,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 12:37:05,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 12:45:05,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 12:54:33,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 13:52:09,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 13:20:01,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 14:50:07,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 14:06:19,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 14:12:16,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 14:17:21,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 15:39:55,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 15:01:39,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 15:03:44,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 15:33:02,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 15:33:20,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 16:41:53,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 16:43:28,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 16:02:36,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 16:13:31,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 16:17:44,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 16:33:30,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 20:43:57,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 17:45:31,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 23:18:15,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 17:47:46,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 23:21:34,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 23:29:07,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 23:30:27,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 17:55:08,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 17:57:26,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 18:01:12,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 18:03:12,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 18:06:17,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 22:35:45,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 22:39:10,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 18:33:35,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 18:36:59,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 16:48:44,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 18:40:25,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 19:49:26,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 16:56:05,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 18:50:52,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 19:57:27,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 19:59:12,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 19:01:07,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 17:06:15,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 17:08:56,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 19:24:01,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 17:19:50,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 07:29:33,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 07:31:06,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 07:36:10,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 06:54:13,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 08:59:51,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 08:14:15,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 12:08:44,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 12:46:31,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 13:54:19,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 15:51:58,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 22:00:44,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 22:35:50,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 19:03:59,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 00:10:35,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 10:32:04,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 10:22:28,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 11:48:57,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 12:17:36,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 14:44:14,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 15:54:51,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 16:16:12,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 17:34:39,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 17:44:30,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 17:51:01,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 23:25:38,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 00:22:48,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 10:15:03,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 14:34:57,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 14:38:45,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 15:05:05,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 15:09:03,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 20:26:28,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 02:59:03,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 10:46:30,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 13:35:01,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 17:55:46,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 18:11:59,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 20:04:39,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 17:20:52,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 19:30:10,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 23:10:18,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 18:34:05,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 00:00:42,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 00:05:30,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 00:50:13,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 08:20:04,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 09:32:32,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 11:04:25,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 12:03:20,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 14:15:27,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 16:39:24,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 16:18:39,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 16:20:38,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 16:31:34,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 16:33:32,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 16:35:13,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 20:38:28,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 23:14:45,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 23:15:14,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 23:17:44,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 23:19:26,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 23:20:42,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 23:21:52,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 16:49:21,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 17:04:33,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 19:13:59,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 17:18:24,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 19:33:55,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 01:10:41,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 01:12:55,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 00:07:00,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 00:35:14,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 00:59:12,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 07:28:02,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 01:41:11,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 01:47:39,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 01:50:01,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 02:01:15,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 03:00:07,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 04:57:25,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 06:15:06,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 08:59:12,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 08:12:41,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 08:41:59,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 09:13:03,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 09:26:21,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 09:37:33,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 10:37:46,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 10:08:18,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 10:15:01,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 10:26:09,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 11:14:10,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 12:00:38,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 11:46:17,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 12:13:45,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 12:43:06,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 12:48:23,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 13:46:08,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 14:55:52,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 14:03:43,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 14:10:27,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 14:27:50,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 14:40:57,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 15:44:10,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 15:21:46,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 15:23:27,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 15:23:48,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 15:24:35,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 16:39:35,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 15:53:47,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 16:01:05,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 16:21:01,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 16:22:41,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 16:35:38,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 19:36:47,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 17:28:51,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 19:41:53,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 23:00:06,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 23:02:46,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 23:05:48,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 20:57:29,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 21:04:18,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 23:31:20,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 21:39:06,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 21:41:11,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 23:33:13,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 23:38:40,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 21:51:28,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 22:02:58,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 22:05:32,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 22:25:54,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 22:50:30,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 22:53:39,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 18:39:34,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 18:50:08,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 19:47:57,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 19:49:39,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 19:56:36,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 19:58:47,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 20:04:00,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 16:57:39,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 16:58:05,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 20:27:38,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 20:28:51,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 19:30:15,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 19:33:57,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 19:34:38,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 00:36:51,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 07:25:51,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 07:38:40,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 07:49:51,30-50,พื้นที่ทหาร,A
31/12/1899 04:55:54,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 05:51:51,30-50,สถานที่ราชการ,A
31/12/1899 07:19:25,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 08:04:10,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 08:26:39,30-50,พื้นที่ทหาร,A
31/12/1899 08:35:00,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 09:49:41,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 09:08:44,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 09:18:11,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 09:35:50,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 09:40:42,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 10:02:32,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 10:08:18,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 10:08:32,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 10:13:19,30-50,พื้นที่ทหาร,A
31/12/1899 10:23:18,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 11:19:26,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 10:53:04,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 11:00:41,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 11:24:19,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 11:25:40,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 11:32:22,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 11:52:43,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 11:53:20,30-50,พื้นที่ทหาร,A
31/12/1899 12:15:36,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 12:16:27,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 12:29:17,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 12:50:09,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 13:54:45,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 13:55:33,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 13:14:10,30-50,,A
31/12/1899 13:22:46,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 13:27:26,30-50,สถานที่ราชการ,A
31/12/1899 14:54:51,30-50,พื้นที่ทหาร,A
31/12/1899 14:45:40,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 15:40:04,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 15:40:47,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 15:41:04,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 15:48:20,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 15:51:30,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 15:07:48,30-50,สถานที่ราชการ,A
31/12/1899 15:08:19,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 15:10:00,30-50,สถานที่ราชการ,A
31/12/1899 15:18:12,30-50,สถานที่ราชการ,A
31/12/1899 15:23:35,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 15:32:28,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 15:33:27,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 15:37:04,30-50,,A
31/12/1899 16:44:54,30-50,พื้นที่ทหาร,A
31/12/1899 15:58:03,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 16:06:22,30-50,สถานที่ราชการ,A
31/12/1899 16:10:56,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 16:12:11,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 16:23:17,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 19:43:14,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 19:46:10,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 19:46:28,30-50,,A
31/12/1899 20:41:05,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 20:42:47,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 20:44:53,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 17:37:07,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 17:37:39,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 20:48:30,30-50,สีขาว : อนุรักษ์ชนบทและเกษตร,A
31/12/1899 21:05:46,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 17:46:17,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 21:27:26,30-50,สถานที่ราชการ,A
31/12/1899 17:47:06,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 17:48:54,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 23:30:52,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 21:53:44,30-50,สีน้ำตาลอ่อน : อนุรักษ์วัฒนธรรมไทย,A
31/12/1899 17:58:54,30-50,สถานที่ราชการ,A
31/12/1899 18:19:35,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 22:55:49,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 22:56:00,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 18:45:15,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 19:49:55,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 19:54:41,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 19:56:14,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 16:51:59,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 16:54:35,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 20:00:35,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 17:01:25,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 19:01:12,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 19:04:42,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 19:05:24,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 17:03:48,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 19:07:34,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 20:14:20,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 17:09:16,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 19:18:58,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 19:21:54,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 19:35:13,30-50,สีเหลือง : ที่อยู่อาศัยหนาแน่นน้อย,A
31/12/1899 01:08:28,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 01:21:01,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 01:32:12,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 00:09:02,30-50,สีแดง : พาณิชยกรรม,A
31/12/1899 00:10:38,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 00:32:33,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 00:46:27,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 00:57:41,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 07:31:01,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 07:37:47,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 07:37:59,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 01:38:57,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 01:39:40,30-50,สถานที่ราชการ,A
31/12/1899 02:51:34,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 05:19:13,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 05:50:48,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 06:24:38,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
31/12/1899 06:31:05,30-50,สีส้ม : ที่อยู่อาศัยหนาแน่นปานกลาง,A
